========================================================================================================================
RÉSULTATS LM_Laplace - ÉVALUATION COMPLÈTE
========================================================================================================================

========================================================================================================================
📈 MÉTRIQUES GLOBALES MOYENNES
========================================================================================================================
MAP (Mean Average Precision):        0.4532
MAP Interpolée:                      0.4654
Mean P@5:                            0.6600
Mean P@10:                           0.5833
Mean R-Precision:                    0.4508
MRR (Mean Reciprocal Rank):          0.8474
Mean DCG@20:                         0.0000
Mean nDCG@20:                        1.0000
========================================================================================================================

========================================================================================================================
REQUÊTE 1
========================================================================================================================
Documents pertinents (R): 37
Documents pertinents trouvés: 37

MÉTRIQUES:
------------------------------------------------------------------------------------------------------------------------
Rappel:              1.0000
Précision:           0.0358
F-Mesure:            0.0692
P@5:                 1.0000
P@10:                0.9000
R-Precision:         0.6486
Reciprocal Rank:     1.0000
Average Precision:   0.7540
AP Interpolée:       0.7614
DCG@20:              0.0000
nDCG@20:             1.0000

CLASSEMENT COMPLET:
------------------------------------------------------------------------------------------------------------------------
Rang   Doc      Pert.    Rappel       Précision   
849    914      ✗        -            -           
850    920      ✗        -            -           
851    963      ✗        -            -           
852    308      ✗        -            -           
853    355      ✗        -            -           
854    577      ✗        -            -           
855    632      ✗        -            -           
856    962      ✗        -            -           
857    174      ✗        -            -           
858    234      ✗        -            -           
859    471      ✗        -            -           
860    831      ✗        -            -           
861    1002     ✗        -            -           
862    245      ✗        -            -           
863    605      ✗        -            -           
864    146      ✗        -            -           
865    219      ✗        -            -           
866    466      ✗        -            -           
867    505      ✗        -            -           
868    576      ✗        -            -           
869    781      ✗        -            -           
870    813      ✗        -            -           
871    957      ✗        -            -           
872    673      ✗        -            -           
873    439      ✗        -            -           
874    676      ✗        -            -           
875    99       ✗        -            -           
876    242      ✗        -            -           
877    476      ✗        -            -           
878    895      ✗        -            -           
879    921      ✗        -            -           
880    284      ✗        -            -           
881    303      ✓        1.0000       0.0182      
882    726      ✗        -            -           
883    740      ✗        -            -           
884    780      ✗        -            -           
885    339      ✗        -            -           
886    680      ✗        -            -           
887    668      ✗        -            -           
888    932      ✗        -            -           
889    24       ✗        -            -           
890    148      ✗        -            -           
891    311      ✗        -            -           
892    642      ✗        -            -           
893    876      ✗        -            -           
894    631      ✗        -            -           
895    670      ✗        -            -           
896    252      ✗        -            -           
897    1013     ✗        -            -           
898    719      ✗        -            -           
899    985      ✗        -            -           
900    204      ✗        -            -           
901    586      ✗        -            -           
902    941      ✗        -            -           
903    365      ✗        -            -           
904    394      ✗        -            -           
905    541      ✗        -            -           
906    23       ✗        -            -           
907    1016     ✗        -            -           
908    800      ✗        -            -           
909    122      ✗        -            -           
910    415      ✗        -            -           
911    689      ✗        -            -           
912    833      ✗        -            -           
913    901      ✗        -            -           
914    152      ✗        -            -           
915    228      ✗        -            -           
916    229      ✗        -            -           
917    687      ✗        -            -           
918    244      ✗        -            -           
919    267      ✗        -            -           
920    561      ✗        -            -           
921    14       ✗        -            -           
922    144      ✗        -            -           
923    597      ✗        -            -           
924    776      ✗        -            -           
925    806      ✗        -            -           
926    1006     ✗        -            -           
927    110      ✗        -            -           
928    377      ✗        -            -           
929    149      ✗        -            -           
930    205      ✗        -            -           
931    359      ✗        -            -           
932    400      ✗        -            -           
933    809      ✗        -            -           
934    214      ✗        -            -           
935    551      ✗        -            -           
936    159      ✗        -            -           
937    528      ✗        -            -           
938    629      ✗        -            -           
939    918      ✗        -            -           
940    730      ✗        -            -           
941    817      ✗        -            -           
942    878      ✗        -            -           
943    460      ✗        -            -           
944    512      ✗        -            -           
945    529      ✗        -            -           
946    58       ✗        -            -           
947    361      ✗        -            -           
948    172      ✗        -            -           
949    274      ✗        -            -           
950    834      ✗        -            -           
951    683      ✗        -            -           
952    165      ✗        -            -           
953    440      ✗        -            -           
954    590      ✗        -            -           
955    625      ✗        -            -           
956    812      ✗        -            -           
957    408      ✗        -            -           
958    884      ✗        -            -           
959    183      ✗        -            -           
960    490      ✗        -            -           
961    661      ✗        -            -           
962    784      ✗        -            -           
963    73       ✗        -            -           
964    112      ✗        -            -           
965    686      ✗        -            -           
966    459      ✗        -            -           
967    131      ✗        -            -           
968    142      ✗        -            -           
969    407      ✗        -            -           
970    428      ✗        -            -           
971    588      ✗        -            -           
972    913      ✗        -            -           
973    25       ✗        -            -           
974    570      ✗        -            -           
975    395      ✗        -            -           
976    469      ✗        -            -           
977    604      ✗        -            -           
978    158      ✗        -            -           
979    943      ✗        -            -           
980    797      ✗        -            -           
981    196      ✗        -            -           
982    280      ✗        -            -           
983    721      ✗        -            -           
984    65       ✗        -            -           
985    329      ✗        -            -           
986    609      ✗        -            -           
987    872      ✗        -            -           
988    994      ✗        -            -           
989    218      ✗        -            -           
990    482      ✗        -            -           
991    114      ✗        -            -           
992    908      ✗        -            -           
993    1032     ✗        -            -           
994    331      ✗        -            -           
995    999      ✗        -            -           
996    859      ✗        -            -           
997    212      ✗        -            -           
998    1019     ✗        -            -           
999    197      ✗        -            -           
1000   856      ✗        -            -           
1001   674      ✗        -            -           
1002   1004     ✗        -            -           
1003   562      ✗        -            -           
1004   891      ✗        -            -           
1005   472      ✗        -            -           
1006   81       ✗        -            -           
1007   278      ✗        -            -           
1008   929      ✗        -            -           
1009   444      ✗        -            -           
1010   347      ✗        -            -           
1011   35       ✗        -            -           
1012   666      ✗        -            -           
1013   104      ✗        -            -           
1014   368      ✗        -            -           
1015   100      ✗        -            -           
1016   620      ✗        -            -           
1017   903      ✗        -            -           
1018   1008     ✗        -            -           
1019   346      ✗        -            -           
1020   98       ✗        -            -           
1021   608      ✗        -            -           
1022   427      ✗        -            -           
1023   799      ✗        -            -           
1024   485      ✗        -            -           
1025   675      ✗        -            -           
1026   851      ✗        -            -           
1027   841      ✗        -            -           
1028   811      ✗        -            -           
1029   694      ✗        -            -           
1030   569      ✗        -            -           
1031   905      ✗        -            -           
1032   711      ✗        -            -           
1033   473      ✗        -            -           


========================================================================================================================
REQUÊTE 3
========================================================================================================================
Documents pertinents (R): 22
Documents pertinents trouvés: 22

MÉTRIQUES:
------------------------------------------------------------------------------------------------------------------------
Rappel:              1.0000
Précision:           0.0213
F-Mesure:            0.0417
P@5:                 1.0000
P@10:                0.8000
R-Precision:         0.5455
Reciprocal Rank:     1.0000
Average Precision:   0.5858
AP Interpolée:       0.5885
DCG@20:              0.0000
nDCG@20:             1.0000

CLASSEMENT COMPLET:
------------------------------------------------------------------------------------------------------------------------
Rang   Doc      Pert.    Rappel       Précision   
------------------------------------------------------------------------------------------------------------------------
1      70       ✓        0.0455       1.0000      
2      230      ✓        0.0909       1.0000      
3      160      ✓        0.1364       1.0000      
4      282      ✓        0.1818       1.0000      
5      71       ✓        0.2273       1.0000      
6      276      ✓        0.2727       1.0000      
7      286      ✗        -            -           
8      234      ✓        0.3182       0.8750      
9      275      ✗        -            -           
10     277      ✓        0.3636       0.8000      
11     62       ✓        0.4091       0.8182      
12     78       ✓        0.4545       0.8333      
13     407      ✗        -            -           
14     394      ✗        -            -           
15     856      ✗        -            -           
16     59       ✓        0.5000       0.6875      
17     11       ✗        -            -           
18     906      ✗        -            -           
19     266      ✗        -            -           
20     341      ✗        -            -           
21     784      ✗        -            -           
22     287      ✓        0.5455       0.5455      
23     209      ✗        -            -           
24     278      ✗        -            -           
25     208      ✗        -            -           
26     141      ✗        -            -           
27     523      ✗        -            -           
28     186      ✗        -            -           
29     285      ✗        -            -           
30     774      ✗        -            -           
31     163      ✓        0.5909       0.4194      
32     38       ✗        -            -           
33     403      ✗        -            -           
34     632      ✗        -            -           
35     258      ✗        -            -           
36     399      ✗        -            -           
37     172      ✗        -            -           
38     408      ✗        -            -           
39     288      ✗        -            -           
40     259      ✗        -            -           
41     281      ✗        -            -           
42     464      ✗        -            -           
43     344      ✗        -            -           
44     982      ✗        -            -           
45     1003     ✗        -            -           
46     405      ✗        -            -           
47     248      ✗        -            -           
48     67       ✓        0.6364       0.2917      
49     93       ✗        -            -           
50     468      ✗        -            -           
51     524      ✗        -            -           
52     411      ✗        -            -           
53     736      ✗        -            -           
54     207      ✗        -            -           
55     400      ✗        -            -           
56     73       ✓        0.6818       0.2679      
57     913      ✗        -            -           
58     75       ✗        -            -           
59     1017     ✗        -            -           
60     69       ✓        0.7273       0.2667      
61     406      ✗        -            -           
62     178      ✗        -            -           
63     525      ✗        -            -           
64     232      ✓        0.7727       0.2656      
65     111      ✗        -            -           
66     231      ✓        0.8182       0.2727      
67     51       ✗        -            -           
68     654      ✗        -            -           
69     404      ✗        -            -           
70     173      ✗        -            -           
71     253      ✗        -            -           
72     177      ✗        -            -           
73     210      ✗        -            -           
74     720      ✗        -            -           
75     179      ✗        -            -           
76     233      ✓        0.8636       0.2500      
77     402      ✗        -            -           
78     619      ✗        -            -           
79     94       ✗        -            -           
80     297      ✗        -            -           
81     467      ✗        -            -           
82     342      ✗        -            -           
83     176      ✗        -            -           
84     143      ✗        -            -           
85     638      ✗        -            -           
86     245      ✗        -            -           
87     466      ✗        -            -           
88     748      ✗        -            -           
89     23       ✗        -            -           
90     460      ✗        -            -           
91     274      ✗        -            -           
92     283      ✓        0.9091       0.2174      
93     422      ✗        -            -           
94     64       ✗        -            -           
95     459      ✗        -            -           
96     508      ✗        -            -           
97     640      ✗        -            -           
98     458      ✗        -            -           
99     41       ✗        -            -           
100    905      ✗        -            -           
101    473      ✗        -            -           
102    21       ✗        -            -           
103    979      ✗        -            -           
104    766      ✗        -            -           
105    489      ✗        -            -           
106    27       ✗        -            -           
107    37       ✗        -            -           
108    967      ✗        -            -           
109    318      ✗        -            -           
110    34       ✗        -            -           
111    819      ✗        -            -           
112    191      ✗        -            -           
113    778      ✗        -            -           
114    840      ✗        -            -           
115    892      ✗        -            -           
116    939      ✗        -            -           
117    53       ✗        -            -           
118    703      ✗        -            -           
119    844      ✗        -            -           
120    1026     ✗        -            -           
121    43       ✗        -            -           
122    616      ✗        -            -           
123    916      ✗        -            -           
124    704      ✗        -            -           
125    227      ✗        -            -           
126    613      ✗        -            -           
127    749      ✗        -            -           
128    772      ✗        -            -           
129    846      ✗        -            -           
130    1028     ✗        -            -           
131    369      ✗        -            -           
132    636      ✗        -            -           
133    956      ✗        -            -           
134    568      ✗        -            -           
135    610      ✗        -            -           
136    818      ✗        -            -           
137    889      ✗        -            -           
138    911      ✗        -            -           
139    20       ✗        -            -           
140    360      ✗        -            -           
141    767      ✗        -            -           
142    827      ✗        -            -           
143    904      ✗        -            -           
144    990      ✗        -            -           
145    109      ✗        -            -           
146    470      ✗        -            -           
147    842      ✗        -            -           
148    896      ✗        -            -           
149    936      ✗        -            -           
150    765      ✗        -            -           
151    1012     ✗        -            -           
152    30       ✗        -            -           
153    52       ✗        -            -           
154    185      ✗        -            -           
155    515      ✗        -            -           
156    924      ✗        -            -           
157    1014     ✗        -            -           
158    74       ✗        -            -           
159    103      ✗        -            -           
160    363      ✗        -            -           
161    606      ✗        -            -           
162    717      ✗        -            -           
163    790      ✗        -            -           
164    96       ✗        -            -           
165    250      ✗        -            -           
166    546      ✗        -            -           
167    556      ✗        -            -           
168    835      ✗        -            -           
169    875      ✗        -            -           
170    986      ✗        -            -           
171    221      ✗        -            -           
172    527      ✗        -            -           
173    710      ✗        -            -           
174    931      ✗        -            -           
175    948      ✗        -            -           
176    224      ✗        -            -           
177    794      ✗        -            -           
178    803      ✗        -            -           
179    824      ✗        -            -           
180    18       ✗        -            -           
181    45       ✗        -            -           
182    156      ✗        -            -           
183    226      ✗        -            -           
184    268      ✗        -            -           
185    969      ✗        -            -           
186    106      ✗        -            -           
187    145      ✗        -            -           
188    759      ✗        -            -           
189    940      ✗        -            -           
190    129      ✗        -            -           
191    273      ✗        -            -           
192    335      ✗        -            -           
193    354      ✗        -            -           
194    493      ✗        -            -           
195    538      ✗        -            -           
196    559      ✗        -            -           
197    801      ✗        -            -           
198    838      ✗        -            -           
199    9        ✗        -            -           
200    55       ✗        -            -           
201    516      ✗        -            -           
202    659      ✗        -            -           
203    705      ✗        -            -           
204    944      ✗        -            -           
205    22       ✗        -            -           
206    138      ✗        -            -           
207    498      ✗        -            -           
208    761      ✗        -            -           
209    768      ✗        -            -           
210    793      ✗        -            -           
211    843      ✗        -            -           
212    1005     ✗        -            -           
213    33       ✗        -            -           
214    39       ✗        -            -           
215    320      ✗        -            -           
216    337      ✗        -            -           
217    450      ✗        -            -           
218    645      ✗        -            -           
219    807      ✗        -            -           
220    815      ✗        -            -           
221    870      ✗        -            -           
222    871      ✗        -            -           
223    874      ✗        -            -           
224    975      ✗        -            -           
225    8        ✗        -            -           
226    13       ✗        -            -           
227    140      ✗        -            -           
228    147      ✗        -            -           
229    307      ✗        -            -           
230    374      ✗        -            -           
231    475      ✗        -            -           
232    572      ✗        -            -           
233    639      ✗        -            -           
234    737      ✗        -            -           
235    823      ✗        -            -           
236    873      ✗        -            -           
237    887      ✗        -            -           
238    953      ✗        -            -           
239    966      ✗        -            -           
240    978      ✗        -            -           
241    16       ✗        -            -           
242    50       ✗        -            -           
243    167      ✗        -            -           
244    382      ✗        -            -           
245    583      ✗        -            -           
246    602      ✗        -            -           
247    787      ✗        -            -           
248    860      ✗        -            -           
249    961      ✗        -            -           
250    869      ✗        -            -           
251    968      ✗        -            -           
252    1030     ✗        -            -           
253    170      ✗        -            -           
254    171      ✗        -            -           
255    235      ✗        -            -           
256    521      ✗        -            -           
257    665      ✗        -            -           
258    677      ✗        -            -           
259    897      ✗        -            -           
260    958      ✗        -            -           
261    42       ✗        -            -           
262    161      ✗        -            -           
263    217      ✗        -            -           
264    327      ✗        -            -           
265    690      ✗        -            -           
266    735      ✗        -            -           
267    739      ✗        -            -           
268    754      ✗        -            -           
269    792      ✗        -            -           
270    919      ✗        -            -           
271    134      ✗        -            -           
272    184      ✗        -            -           
273    237      ✗        -            -           
274    345      ✗        -            -           
275    514      ✗        -            -           
276    526      ✗        -            -           
277    566      ✗        -            -           
278    574      ✗        -            -           
279    615      ✗        -            -           
280    621      ✗        -            -           
281    648      ✗        -            -           
282    685      ✗        -            -           
283    79       ✗        -            -           
284    87       ✗        -            -           
285    101      ✗        -            -           
286    124      ✗        -            -           
287    238      ✗        -            -           
288    587      ✗        -            -           
289    724      ✗        -            -           
290    796      ✗        -            -           
291    828      ✗        -            -           
292    829      ✗        -            -           
293    857      ✗        -            -           
294    925      ✗        -            -           
295    993      ✗        -            -           
296    1007     ✗        -            -           
297    1010     ✗        -            -           
298    1023     ✗        -            -           
299    225      ✗        -            -           
300    269      ✗        -            -           
301    316      ✗        -            -           
302    366      ✗        -            -           
303    582      ✗        -            -           
304    607      ✗        -            -           
305    611      ✗        -            -           
306    714      ✗        -            -           
307    725      ✗        -            -           
308    105      ✗        -            -           
309    139      ✗        -            -           
310    381      ✗        -            -           
311    575      ✗        -            -           
312    671      ✗        -            -           
313    808      ✗        -            -           
314    249      ✗        -            -           
315    357      ✗        -            -           
316    991      ✗        -            -           
317    19       ✗        -            -           
318    46       ✗        -            -           
319    61       ✗        -            -           
320    119      ✗        -            -           
321    175      ✗        -            -           
322    211      ✗        -            -           
323    220      ✗        -            -           
324    429      ✗        -            -           
325    452      ✗        -            -           
326    497      ✗        -            -           
327    830      ✗        -            -           
328    852      ✗        -            -           
329    257      ✗        -            -           
330    352      ✗        -            -           
331    371      ✗        -            -           
332    786      ✗        -            -           
333    820      ✗        -            -           
334    960      ✗        -            -           
335    974      ✗        -            -           
336    1021     ✗        -            -           
337    72       ✗        -            -           
338    340      ✗        -            -           
339    396      ✗        -            -           
340    550      ✗        -            -           
341    560      ✗        -            -           
342    643      ✗        -            -           
343    934      ✗        -            -           
344    946      ✗        -            -           
345    127      ✗        -            -           
346    373      ✗        -            -           
347    383      ✗        -            -           
348    563      ✗        -            -           
349    742      ✗        -            -           
350    970      ✗        -            -           
351    1027     ✗        -            -           
352    1        ✗        -            -           
353    47       ✗        -            -           
354    169      ✗        -            -           
355    254      ✗        -            -           
356    262      ✗        -            -           
357    389      ✗        -            -           
358    451      ✗        -            -           
359    483      ✗        -            -           
360    702      ✗        -            -           
361    757      ✗        -            -           
362    791      ✗        -            -           
363    125      ✗        -            -           
364    202      ✗        -            -           
365    461      ✗        -            -           
366    635      ✗        -            -           
367    653      ✗        -            -           
368    935      ✗        -            -           
369    996      ✗        -            -           
370    28       ✗        -            -           
371    88       ✗        -            -           
372    239      ✗        -            -           
373    336      ✗        -            -           
374    375      ✗        -            -           
375    449      ✗        -            -           
376    684      ✗        -            -           
377    998      ✗        -            -           
378    10       ✗        -            -           
379    31       ✗        -            -           
380    319      ✗        -            -           
381    456      ✗        -            -           
382    667      ✗        -            -           
383    788      ✗        -            -           
384    1022     ✗        -            -           
385    263      ✗        -            -           
386    279      ✓        0.9545       0.0544      
387    437      ✗        -            -           
388    484      ✗        -            -           
389    491      ✗        -            -           
390    522      ✗        -            -           
391    763      ✗        -            -           
392    947      ✗        -            -           
393    976      ✗        -            -           
394    367      ✗        -            -           
395    531      ✗        -            -           
396    644      ✗        -            -           
397    663      ✗        -            -           
398    762      ✗        -            -           
399    181      ✗        -            -           
400    213      ✗        -            -           
401    398      ✗        -            -           
402    441      ✗        -            -           
403    591      ✗        -            -           
404    662      ✗        -            -           
405    741      ✗        -            -           
406    885      ✗        -            -           
407    899      ✗        -            -           
408    17       ✗        -            -           
409    153      ✗        -            -           
410    350      ✗        -            -           
411    413      ✗        -            -           
412    617      ✗        -            -           
413    693      ✗        -            -           
414    810      ✗        -            -           
415    981      ✗        -            -           
416    77       ✗        -            -           
417    135      ✗        -            -           
418    189      ✗        -            -           
419    246      ✗        -            -           
420    501      ✗        -            -           
421    506      ✗        -            -           
422    626      ✗        -            -           
423    656      ✗        -            -           
424    729      ✗        -            -           
425    752      ✗        -            -           
426    779      ✗        -            -           
427    814      ✗        -            -           
428    825      ✗        -            -           
429    909      ✗        -            -           
430    917      ✗        -            -           
431    1015     ✗        -            -           
432    49       ✗        -            -           
433    66       ✗        -            -           
434    334      ✗        -            -           
435    338      ✗        -            -           
436    539      ✗        -            -           
437    634      ✗        -            -           
438    696      ✗        -            -           
439    882      ✗        -            -           
440    890      ✗        -            -           
441    930      ✗        -            -           
442    36       ✗        -            -           
443    164      ✗        -            -           
444    193      ✗        -            -           
445    256      ✗        -            -           
446    397      ✗        -            -           
447    442      ✗        -            -           
448    479      ✗        -            -           
449    553      ✗        -            -           
450    555      ✗        -            -           
451    612      ✗        -            -           
452    744      ✗        -            -           
453    912      ✗        -            -           
454    215      ✗        -            -           
455    261      ✗        -            -           
456    376      ✗        -            -           
457    443      ✗        -            -           
458    821      ✗        -            -           
459    839      ✗        -            -           
460    937      ✗        -            -           
461    955      ✗        -            -           
462    82       ✗        -            -           
463    241      ✗        -            -           
464    601      ✗        -            -           
465    630      ✗        -            -           
466    770      ✗        -            -           
467    855      ✗        -            -           
468    57       ✗        -            -           
469    91       ✗        -            -           
470    222      ✗        -            -           
471    223      ✗        -            -           
472    423      ✗        -            -           
473    447      ✗        -            -           
474    454      ✗        -            -           
475    707      ✗        -            -           
476    951      ✗        -            -           
477    203      ✗        -            -           
478    247      ✗        -            -           
479    716      ✗        -            -           
480    738      ✗        -            -           
481    760      ✗        -            -           
482    910      ✗        -            -           
483    928      ✗        -            -           
484    7        ✗        -            -           
485    68       ✗        -            -           
486    503      ✗        -            -           
487    511      ✗        -            -           
488    552      ✗        -            -           
489    578      ✗        -            -           
490    893      ✗        -            -           
491    971      ✗        -            -           
492    128      ✗        -            -           
493    270      ✗        -            -           
494    392      ✗        -            -           
495    494      ✗        -            -           
496    628      ✗        -            -           
497    849      ✗        -            -           
498    92       ✗        -            -           
499    130      ✗        -            -           
500    236      ✗        -            -           
501    492      ✗        -            -           
502    595      ✗        -            -           
503    701      ✗        -            -           
504    746      ✗        -            -           
505    182      ✗        -            -           
506    598      ✗        -            -           
507    713      ✗        -            -           
508    727      ✗        -            -           
509    773      ✗        -            -           
510    785      ✗        -            -           
511    168      ✗        -            -           
512    180      ✗        -            -           
513    309      ✗        -            -           
514    532      ✗        -            -           
515    750      ✗        -            -           
516    837      ✗        -            -           
517    848      ✗        -            -           
518    861      ✗        -            -           
519    984      ✗        -            -           
520    115      ✗        -            -           
521    302      ✗        -            -           
522    343      ✗        -            -           
523    349      ✗        -            -           
524    417      ✗        -            -           
525    453      ✗        -            -           
526    509      ✗        -            -           
527    657      ✗        -            -           
528    832      ✗        -            -           
529    328      ✗        -            -           
530    431      ✗        -            -           
531    433      ✗        -            -           
532    585      ✗        -            -           
533    649      ✗        -            -           
534    751      ✗        -            -           
535    822      ✗        -            -           
536    867      ✗        -            -           
537    894      ✗        -            -           
538    898      ✗        -            -           
539    900      ✗        -            -           
540    40       ✗        -            -           
541    48       ✗        -            -           
542    86       ✗        -            -           
543    136      ✗        -            -           
544    315      ✗        -            -           
545    391      ✗        -            -           
546    434      ✗        -            -           
547    537      ✗        -            -           
548    540      ✗        -            -           
549    545      ✗        -            -           
550    952      ✗        -            -           
551    954      ✗        -            -           
552    26       ✗        -            -           
553    54       ✗        -            -           
554    63       ✗        -            -           
555    120      ✗        -            -           
556    216      ✗        -            -           
557    558      ✗        -            -           
558    599      ✗        -            -           
559    672      ✗        -            -           
560    723      ✗        -            -           
561    802      ✗        -            -           
562    83       ✗        -            -           
563    314      ✗        -            -           
564    386      ✗        -            -           
565    446      ✗        -            -           
566    614      ✗        -            -           
567    622      ✗        -            -           
568    747      ✗        -            -           
569    868      ✗        -            -           
570    3        ✗        -            -           
571    271      ✗        -            -           
572    554      ✗        -            -           
573    709      ✗        -            -           
574    771      ✗        -            -           
575    783      ✗        -            -           
576    850      ✗        -            -           
577    858      ✗        -            -           
578    294      ✗        -            -           
579    356      ✗        -            -           
580    419      ✗        -            -           
581    706      ✗        -            -           
582    722      ✗        -            -           
583    731      ✗        -            -           
584    782      ✗        -            -           
585    195      ✗        -            -           
586    432      ✗        -            -           
587    488      ✗        -            -           
588    520      ✗        -            -           
589    651      ✗        -            -           
590    664      ✗        -            -           
591    826      ✗        -            -           
592    933      ✗        -            -           
593    949      ✗        -            -           
594    157      ✗        -            -           
595    351      ✗        -            -           
596    364      ✗        -            -           
597    462      ✗        -            -           
598    513      ✗        -            -           
599    518      ✗        -            -           
600    745      ✗        -            -           
601    333      ✗        -            -           
602    362      ✗        -            -           
603    923      ✗        -            -           
604    973      ✗        -            -           
605    1018     ✗        -            -           
606    97       ✗        -            -           
607    372      ✗        -            -           
608    695      ✗        -            -           
609    886      ✗        -            -           
610    1011     ✗        -            -           
611    5        ✗        -            -           
612    325      ✗        -            -           
613    474      ✗        -            -           
614    486      ✗        -            -           
615    495      ✗        -            -           
616    535      ✗        -            -           
617    573      ✗        -            -           
618    580      ✗        -            -           
619    641      ✗        -            -           
620    646      ✗        -            -           
621    764      ✗        -            -           
622    89       ✗        -            -           
623    530      ✗        -            -           
624    603      ✗        -            -           
625    682      ✗        -            -           
626    866      ✗        -            -           
627    950      ✗        -            -           
628    409      ✗        -            -           
629    519      ✗        -            -           
630    4        ✗        -            -           
631    56       ✗        -            -           
632    117      ✗        -            -           
633    260      ✗        -            -           
634    416      ✗        -            -           
635    445      ✗        -            -           
636    448      ✗        -            -           
637    584      ✗        -            -           
638    655      ✗        -            -           
639    679      ✗        -            -           
640    691      ✗        -            -           
641    718      ✗        -            -           
642    847      ✗        -            -           
643    853      ✗        -            -           
644    877      ✗        -            -           
