========================================================================================================================
RÉSULTATS BM25 - ÉVALUATION COMPLÈTE
========================================================================================================================

========================================================================================================================
📈 MÉTRIQUES GLOBALES MOYENNES
========================================================================================================================
MAP (Mean Average Precision):        0.5325
MAP Interpolée:                      0.5438
Mean P@5:                            0.7267
Mean P@10:                           0.6500
Mean R-Precision:                    0.5135
MRR (Mean Reciprocal Rank):          0.9075
Mean DCG@20:                         65.8778
Mean nDCG@20:                        1.0000
========================================================================================================================

========================================================================================================================
REQUÊTE 1
========================================================================================================================
Documents pertinents (R): 37
Documents pertinents trouvés: 37

MÉTRIQUES:
------------------------------------------------------------------------------------------------------------------------
Rappel:              1.0000
Précision:           0.0358
F-Mesure:            0.0692
P@5:                 1.0000
P@10:                0.9000
R-Precision:         0.7297
Reciprocal Rank:     1.0000
Average Precision:   0.8237
AP Interpolée:       0.8369
DCG@20:              37.4276
nDCG@20:             1.0000

CLASSEMENT COMPLET:
------------------------------------------------------------------------------------------------------------------------
Rang   Doc      Pert.    Rappel       Précision   
738    603      ✗        -            -           
739    605      ✗        -            -           
740    606      ✗        -            -           
741    609      ✗        -            -           
742    610      ✗        -            -           
743    611      ✗        -            -           
744    612      ✗        -            -           
745    613      ✗        -            -           
746    614      ✗        -            -           
747    616      ✗        -            -           
748    617      ✗        -            -           
749    618      ✗        -            -           
750    619      ✗        -            -           
751    621      ✗        -            -           
752    625      ✗        -            -           
753    626      ✗        -            -           
754    628      ✗        -            -           
755    630      ✗        -            -           
756    632      ✗        -            -           
757    633      ✗        -            -           
758    634      ✗        -            -           
759    635      ✗        -            -           
760    636      ✗        -            -           
761    639      ✗        -            -           
762    640      ✗        -            -           
763    641      ✗        -            -           
764    642      ✗        -            -           
765    643      ✗        -            -           
766    644      ✗        -            -           
767    645      ✗        -            -           
768    646      ✗        -            -           
769    647      ✗        -            -           
770    648      ✗        -            -           
771    649      ✗        -            -           
772    650      ✗        -            -           
773    651      ✗        -            -           
774    652      ✗        -            -           
775    653      ✗        -            -           
776    654      ✗        -            -           
777    655      ✗        -            -           
778    656      ✗        -            -           
779    657      ✗        -            -           
780    658      ✗        -            -           
781    659      ✗        -            -           
782    662      ✗        -            -           
783    663      ✗        -            -           
784    664      ✗        -            -           
785    667      ✗        -            -           
786    668      ✗        -            -           
787    669      ✗        -            -           
788    671      ✗        -            -           
789    673      ✗        -            -           
790    674      ✗        -            -           
791    676      ✗        -            -           
792    677      ✗        -            -           
793    680      ✗        -            -           
794    681      ✗        -            -           
795    685      ✗        -            -           
796    688      ✗        -            -           
797    689      ✗        -            -           
798    690      ✗        -            -           
799    691      ✗        -            -           
800    693      ✗        -            -           
801    697      ✗        -            -           
802    699      ✗        -            -           
803    701      ✗        -            -           
804    702      ✗        -            -           
805    703      ✗        -            -           
806    704      ✗        -            -           
807    705      ✗        -            -           
808    706      ✗        -            -           
809    707      ✗        -            -           
810    708      ✗        -            -           
811    709      ✗        -            -           
812    710      ✗        -            -           
813    711      ✗        -            -           
814    714      ✗        -            -           
815    715      ✗        -            -           
816    716      ✗        -            -           
817    717      ✗        -            -           
818    719      ✗        -            -           
819    720      ✗        -            -           
820    721      ✗        -            -           
821    725      ✗        -            -           
822    726      ✗        -            -           
823    727      ✗        -            -           
824    728      ✗        -            -           
825    729      ✗        -            -           
826    730      ✗        -            -           
827    731      ✗        -            -           
828    733      ✗        -            -           
829    735      ✗        -            -           
830    736      ✗        -            -           
831    737      ✗        -            -           
832    739      ✗        -            -           
833    740      ✗        -            -           
834    741      ✗        -            -           
835    742      ✗        -            -           
836    743      ✗        -            -           
837    744      ✗        -            -           
838    746      ✗        -            -           
839    748      ✗        -            -           
840    749      ✗        -            -           
841    750      ✗        -            -           
842    752      ✗        -            -           
843    754      ✗        -            -           
844    755      ✗        -            -           
845    756      ✗        -            -           
846    757      ✗        -            -           
847    759      ✗        -            -           
848    760      ✗        -            -           
849    761      ✗        -            -           
850    762      ✗        -            -           
851    765      ✗        -            -           
852    766      ✗        -            -           
853    767      ✗        -            -           
854    768      ✗        -            -           
855    770      ✗        -            -           
856    771      ✗        -            -           
857    772      ✗        -            -           
858    774      ✗        -            -           
859    775      ✗        -            -           
860    776      ✗        -            -           
861    777      ✗        -            -           
862    778      ✗        -            -           
863    779      ✗        -            -           
864    780      ✗        -            -           
865    781      ✗        -            -           
866    782      ✗        -            -           
867    783      ✗        -            -           
868    784      ✗        -            -           
869    785      ✗        -            -           
870    786      ✗        -            -           
871    787      ✗        -            -           
872    788      ✗        -            -           
873    789      ✗        -            -           
874    790      ✗        -            -           
875    791      ✗        -            -           
876    792      ✗        -            -           
877    793      ✗        -            -           
878    794      ✗        -            -           
879    796      ✗        -            -           
880    797      ✗        -            -           
881    801      ✗        -            -           
882    804      ✗        -            -           
883    805      ✗        -            -           
884    807      ✗        -            -           
885    808      ✗        -            -           
886    809      ✗        -            -           
887    813      ✗        -            -           
888    816      ✗        -            -           
889    817      ✗        -            -           
890    818      ✗        -            -           
891    819      ✗        -            -           
892    820      ✗        -            -           
893    822      ✗        -            -           
894    823      ✗        -            -           
895    824      ✗        -            -           
896    825      ✗        -            -           
897    826      ✗        -            -           
898    827      ✗        -            -           
899    828      ✗        -            -           
900    829      ✗        -            -           
901    830      ✗        -            -           
902    831      ✗        -            -           
903    832      ✗        -            -           
904    834      ✗        -            -           
905    835      ✗        -            -           
906    836      ✗        -            -           
907    837      ✗        -            -           
908    839      ✗        -            -           
909    840      ✗        -            -           
910    842      ✗        -            -           
911    843      ✗        -            -           
912    844      ✗        -            -           
913    845      ✗        -            -           
914    847      ✗        -            -           
915    848      ✗        -            -           
916    850      ✗        -            -           
917    853      ✗        -            -           
918    860      ✗        -            -           
919    861      ✗        -            -           
920    862      ✗        -            -           
921    866      ✗        -            -           
922    867      ✗        -            -           
923    868      ✗        -            -           
924    871      ✗        -            -           
925    873      ✗        -            -           
926    874      ✗        -            -           
927    876      ✗        -            -           
928    884      ✗        -            -           
929    886      ✗        -            -           
930    887      ✗        -            -           
931    888      ✗        -            -           
932    889      ✗        -            -           
933    894      ✗        -            -           
934    896      ✗        -            -           
935    897      ✗        -            -           
936    898      ✗        -            -           
937    904      ✗        -            -           
938    906      ✗        -            -           
939    907      ✗        -            -           
940    908      ✗        -            -           
941    909      ✗        -            -           
942    911      ✗        -            -           
943    912      ✗        -            -           
944    913      ✗        -            -           
945    914      ✗        -            -           
946    915      ✗        -            -           
947    916      ✗        -            -           
948    917      ✗        -            -           
949    919      ✗        -            -           
950    920      ✗        -            -           
951    921      ✗        -            -           
952    922      ✗        -            -           
953    923      ✗        -            -           
954    924      ✗        -            -           
955    925      ✗        -            -           
956    926      ✗        -            -           
957    927      ✗        -            -           
958    931      ✗        -            -           
959    932      ✗        -            -           
960    933      ✗        -            -           
961    935      ✗        -            -           
962    936      ✗        -            -           
963    937      ✗        -            -           
964    938      ✗        -            -           
965    939      ✗        -            -           
966    940      ✗        -            -           
967    941      ✗        -            -           
968    944      ✗        -            -           
969    945      ✗        -            -           
970    946      ✗        -            -           
971    947      ✗        -            -           
972    948      ✗        -            -           
973    951      ✗        -            -           
974    953      ✗        -            -           
975    954      ✗        -            -           
976    955      ✗        -            -           
977    956      ✗        -            -           
978    958      ✗        -            -           
979    959      ✗        -            -           
980    960      ✗        -            -           
981    961      ✗        -            -           
982    962      ✗        -            -           
983    963      ✗        -            -           
984    964      ✗        -            -           
985    965      ✗        -            -           
986    967      ✗        -            -           
987    969      ✗        -            -           
988    971      ✗        -            -           
989    972      ✗        -            -           
990    973      ✗        -            -           
991    974      ✗        -            -           
992    975      ✗        -            -           
993    976      ✗        -            -           
994    978      ✗        -            -           
995    979      ✗        -            -           
996    980      ✗        -            -           
997    981      ✗        -            -           
998    982      ✗        -            -           
999    984      ✗        -            -           
1000   986      ✗        -            -           
1001   988      ✗        -            -           
1002   989      ✗        -            -           
1003   990      ✗        -            -           
1004   991      ✗        -            -           
1005   992      ✗        -            -           
1006   993      ✗        -            -           
1007   995      ✗        -            -           
1008   996      ✗        -            -           
1009   997      ✗        -            -           
1010   998      ✗        -            -           
1011   999      ✗        -            -           
1012   1000     ✗        -            -           
1013   1001     ✗        -            -           
1014   1002     ✗        -            -           
1015   1003     ✗        -            -           
1016   1007     ✗        -            -           
1017   1010     ✗        -            -           
1018   1011     ✗        -            -           
1019   1012     ✗        -            -           
1020   1013     ✗        -            -           
1021   1014     ✗        -            -           
1022   1015     ✗        -            -           
1023   1016     ✗        -            -           
1024   1021     ✗        -            -           
1025   1023     ✗        -            -           
1026   1024     ✗        -            -           
1027   1026     ✗        -            -           
1028   1027     ✗        -            -           
1029   1028     ✗        -            -           
1030   1029     ✗        -            -           
1031   1030     ✗        -            -           
1032   1032     ✗        -            -           
1033   1033     ✗        -            -           


========================================================================================================================
REQUÊTE 6
========================================================================================================================
Documents pertinents (R): 13
Documents pertinents trouvés: 13

MÉTRIQUES:
------------------------------------------------------------------------------------------------------------------------
Rappel:              1.0000
Précision:           0.0126
F-Mesure:            0.0249
P@5:                 0.8000
P@10:                0.8000
R-Precision:         0.6923
Reciprocal Rank:     1.0000
Average Precision:   0.7696
AP Interpolée:       0.7692
DCG@20:              77.9378
nDCG@20:             1.0000

CLASSEMENT COMPLET:
------------------------------------------------------------------------------------------------------------------------
Rang   Doc      Pert.    Rappel       Précision   
------------------------------------------------------------------------------------------------------------------------
1      116      ✓        0.0769       1.0000      
2      321      ✓        0.1538       1.0000      
3      260      ✓        0.2308       1.0000      
4      238      ✓        0.3077       1.0000      
5      243      ✗        -            -           
6      112      ✓        0.3846       0.8333      
7      115      ✓        0.4615       0.8571      
8      122      ✓        0.5385       0.8750      
9      311      ✗        -            -           
10     118      ✓        0.6154       0.8000      
11     390      ✗        -            -           
12     242      ✓        0.6923       0.7500      
13     322      ✗        -            -           
14     323      ✓        0.7692       0.7143      
15     253      ✗        -            -           
16     310      ✗        -            -           
17     114      ✗        -            -           
18     316      ✗        -            -           
19     313      ✗        -            -           
20     157      ✗        -            -           
21     31       ✗        -            -           
22     267      ✗        -            -           
23     320      ✓        0.8462       0.4783      
24     309      ✓        0.9231       0.5000      
25     312      ✗        -            -           
26     246      ✗        -            -           
27     245      ✗        -            -           
28     319      ✗        -            -           
29     113      ✗        -            -           
30     315      ✗        -            -           
31     410      ✗        -            -           
32     57       ✗        -            -           
33     622      ✗        -            -           
34     385      ✗        -            -           
35     380      ✗        -            -           
36     282      ✗        -            -           
37     117      ✗        -            -           
38     875      ✗        -            -           
39     412      ✗        -            -           
40     314      ✗        -            -           
41     1028     ✗        -            -           
42     359      ✗        -            -           
43     712      ✗        -            -           
44     271      ✗        -            -           
45     964      ✗        -            -           
46     361      ✗        -            -           
47     685      ✗        -            -           
48     352      ✗        -            -           
49     393      ✗        -            -           
50     104      ✗        -            -           
51     383      ✗        -            -           
52     961      ✗        -            -           
53     788      ✗        -            -           
54     1031     ✗        -            -           
55     351      ✗        -            -           
56     293      ✗        -            -           
57     573      ✗        -            -           
58     92       ✗        -            -           
59     840      ✗        -            -           
60     62       ✗        -            -           
61     865      ✗        -            -           
62     680      ✗        -            -           
63     605      ✗        -            -           
64     389      ✗        -            -           
65     88       ✗        -            -           
66     239      ✓        1.0000       0.1970      
67     748      ✗        -            -           
68     244      ✗        -            -           
69     965      ✗        -            -           
70     125      ✗        -            -           
71     144      ✗        -            -           
72     994      ✗        -            -           
73     219      ✗        -            -           
74     419      ✗        -            -           
75     747      ✗        -            -           
76     617      ✗        -            -           
77     884      ✗        -            -           
78     261      ✗        -            -           
79     937      ✗        -            -           
80     973      ✗        -            -           
81     241      ✗        -            -           
82     421      ✗        -            -           
83     717      ✗        -            -           
84     240      ✗        -            -           
85     715      ✗        -            -           
86     368      ✗        -            -           
87     1024     ✗        -            -           
88     596      ✗        -            -           
89     124      ✗        -            -           
90     387      ✗        -            -           
91     354      ✗        -            -           
92     86       ✗        -            -           
93     960      ✗        -            -           
94     102      ✗        -            -           
95     140      ✗        -            -           
96     702      ✗        -            -           
97     499      ✗        -            -           
98     948      ✗        -            -           
99     73       ✗        -            -           
100    105      ✗        -            -           
101    975      ✗        -            -           
102    721      ✗        -            -           
103    700      ✗        -            -           
104    716      ✗        -            -           
105    971      ✗        -            -           
106    524      ✗        -            -           
107    798      ✗        -            -           
108    120      ✗        -            -           
109    24       ✗        -            -           
110    891      ✗        -            -           
111    1004     ✗        -            -           
112    233      ✗        -            -           
113    191      ✗        -            -           
114    970      ✗        -            -           
115    213      ✗        -            -           
116    885      ✗        -            -           
117    27       ✗        -            -           
118    384      ✗        -            -           
119    20       ✗        -            -           
120    866      ✗        -            -           
121    950      ✗        -            -           
122    64       ✗        -            -           
123    633      ✗        -            -           
124    353      ✗        -            -           
125    556      ✗        -            -           
126    914      ✗        -            -           
127    286      ✗        -            -           
128    364      ✗        -            -           
129    513      ✗        -            -           
130    89       ✗        -            -           
131    660      ✗        -            -           
132    896      ✗        -            -           
133    768      ✗        -            -           
134    843      ✗        -            -           
135    765      ✗        -            -           
136    962      ✗        -            -           
137    74       ✗        -            -           
138    103      ✗        -            -           
139    919      ✗        -            -           
140    184      ✗        -            -           
141    658      ✗        -            -           
142    623      ✗        -            -           
143    719      ✗        -            -           
144    941      ✗        -            -           
145    22       ✗        -            -           
146    708      ✗        -            -           
147    119      ✗        -            -           
148    497      ✗        -            -           
149    289      ✗        -            -           
150    807      ✗        -            -           
151    257      ✗        -            -           
152    946      ✗        -            -           
153    787      ✗        -            -           
154    878      ✗        -            -           
155    170      ✗        -            -           
156    28       ✗        -            -           
157    107      ✗        -            -           
158    1009     ✗        -            -           
159    566      ✗        -            -           
160    422      ✗        -            -           
161    590      ✗        -            -           
162    565      ✗        -            -           
163    358      ✗        -            -           
164    862      ✗        -            -           
165    367      ✗        -            -           
166    905      ✗        -            -           
167    407      ✗        -            -           
168    404      ✗        -            -           
169    501      ✗        -            -           
170    220      ✗        -            -           
171    72       ✗        -            -           
172    1027     ✗        -            -           
173    601      ✗        -            -           
174    262      ✗        -            -           
175    483      ✗        -            -           
176    552      ✗        -            -           
177    388      ✗        -            -           
178    128      ✗        -            -           
179    1025     ✗        -            -           
180    492      ✗        -            -           
181    701      ✗        -            -           
182    609      ✗        -            -           
183    598      ✗        -            -           
184    861      ✗        -            -           
185    17       ✗        -            -           
186    752      ✗        -            -           
187    779      ✗        -            -           
188    391      ✗        -            -           
189    376      ✗        -            -           
190    709      ✗        -            -           
191    783      ✗        -            -           
192    82       ✗        -            -           
193    782      ✗        -            -           
194    91       ✗        -            -           
195    210      ✗        -            -           
196    197      ✗        -            -           
197    893      ✗        -            -           
198    746      ✗        -            -           
199    495      ✗        -            -           
200    837      ✗        -            -           
201    848      ✗        -            -           
202    206      ✗        -            -           
203    56       ✗        -            -           
204    879      ✗        -            -           
205    599      ✗        -            -           
206    83       ✗        -            -           
207    230      ✗        -            -           
208    287      ✗        -            -           
209    294      ✗        -            -           
210    356      ✗        -            -           
211    706      ✗        -            -           
212    731      ✗        -            -           
213    420      ✗        -            -           
214    673      ✗        -            -           
215    1011     ✗        -            -           
216    99       ✗        -            -           
217    646      ✗        -            -           
218    972      ✗        -            -           
219    600      ✗        -            -           
220    4        ✗        -            -           
221    416      ✗        -            -           
222    691      ✗        -            -           
223    816      ✗        -            -           
224    166      ✗        -            -           
225    642      ✗        -            -           
226    989      ✗        -            -           
227    95       ✗        -            -           
228    650      ✗        -            -           
229    963      ✗        -            -           
230    841      ✗        -            -           
231    85       ✗        -            -           
232    411      ✗        -            -           
233    813      ✗        -            -           
234    415      ✗        -            -           
235    620      ✗        -            -           
236    228      ✗        -            -           
237    229      ✗        -            -           
238    534      ✗        -            -           
239    627      ✗        -            -           
240    517      ✗        -            -           
241    776      ✗        -            -           
242    806      ✗        -            -           
243    504      ✗        -            -           
244    668      ✗        -            -           
245    214      ✗        -            -           
246    571      ✗        -            -           
247    736      ✗        -            -           
248    192      ✗        -            -           
249    586      ✗        -            -           
250    455      ✗        -            -           
251    487      ✗        -            -           
252    812      ✗        -            -           
253    365      ✗        -            -           
254    162      ✗        -            -           
255    255      ✗        -            -           
256    304      ✗        -            -           
257    833      ✗        -            -           
258    699      ✗        -            -           
259    711      ✗        -            -           
260    1006     ✗        -            -           
261    510      ✗        -            -           
262    913      ✗        -            -           
263    133      ✗        -            -           
264    469      ✗        -            -           
265    512      ✗        -            -           
266    12       ✗        -            -           
267    834      ✗        -            -           
268    683      ✗        -            -           
269    32       ✗        -            -           
270    438      ✗        -            -           
271    490      ✗        -            -           
272    292      ✗        -            -           
273    218      ✗        -            -           
274    570      ✗        -            -           
275    881      ✗        -            -           
276    992      ✗        -            -           
277    902      ✗        -            -           
278    977      ✗        -            -           
279    562      ✗        -            -           
280    329      ✗        -            -           
281    126      ✗        -            -           
282    278      ✗        -            -           
283    482      ✗        -            -           
284    908      ✗        -            -           
285    1032     ✗        -            -           
286    401      ✗        -            -           
287    275      ✗        -            -           
288    347      ✗        -            -           
289    1033     ✗        -            -           
290    418      ✗        -            -           
291    502      ✗        -            -           
292    593      ✗        -            -           
293    458      ✗        -            -           
294    758      ✗        -            -           
295    536      ✗        -            -           
296    100      ✗        -            -           
297    35       ✗        -            -           
298    666      ✗        -            -           
299    379      ✗        -            -           
300    208      ✗        -            -           
301    569      ✗        -            -           
302    675      ✗        -            -           
303    851      ✗        -            -           
304    694      ✗        -            -           
305    1        ✗        -            -           
306    2        ✗        -            -           
307    3        ✗        -            -           
308    5        ✗        -            -           
309    6        ✗        -            -           
310    7        ✗        -            -           
311    8        ✗        -            -           
312    9        ✗        -            -           
313    10       ✗        -            -           
314    11       ✗        -            -           
315    13       ✗        -            -           
316    14       ✗        -            -           
317    15       ✗        -            -           
318    16       ✗        -            -           
319    18       ✗        -            -           
320    19       ✗        -            -           
321    21       ✗        -            -           
322    23       ✗        -            -           
323    25       ✗        -            -           
324    26       ✗        -            -           
325    29       ✗        -            -           
326    30       ✗        -            -           
327    33       ✗        -            -           
328    34       ✗        -            -           
329    36       ✗        -            -           
330    37       ✗        -            -           
331    38       ✗        -            -           
332    39       ✗        -            -           
333    40       ✗        -            -           
334    41       ✗        -            -           
335    42       ✗        -            -           
336    43       ✗        -            -           
337    44       ✗        -            -           
338    45       ✗        -            -           
339    46       ✗        -            -           
340    47       ✗        -            -           
341    48       ✗        -            -           
342    49       ✗        -            -           
343    50       ✗        -            -           
344    51       ✗        -            -           
345    52       ✗        -            -           
346    53       ✗        -            -           
347    54       ✗        -            -           
348    55       ✗        -            -           
349    58       ✗        -            -           
350    59       ✗        -            -           
351    60       ✗        -            -           
352    61       ✗        -            -           
353    63       ✗        -            -           
354    65       ✗        -            -           
355    66       ✗        -            -           
356    67       ✗        -            -           
357    68       ✗        -            -           
358    69       ✗        -            -           
359    70       ✗        -            -           
360    71       ✗        -            -           
361    75       ✗        -            -           
362    76       ✗        -            -           
363    77       ✗        -            -           
364    78       ✗        -            -           
365    79       ✗        -            -           
366    80       ✗        -            -           
367    81       ✗        -            -           
368    84       ✗        -            -           
369    87       ✗        -            -           
370    90       ✗        -            -           
371    93       ✗        -            -           
372    94       ✗        -            -           
373    96       ✗        -            -           
374    97       ✗        -            -           
375    98       ✗        -            -           
376    101      ✗        -            -           
377    106      ✗        -            -           
378    108      ✗        -            -           
379    109      ✗        -            -           
380    110      ✗        -            -           
381    111      ✗        -            -           
382    121      ✗        -            -           
383    123      ✗        -            -           
384    127      ✗        -            -           
385    129      ✗        -            -           
386    130      ✗        -            -           
387    131      ✗        -            -           
388    132      ✗        -            -           
389    134      ✗        -            -           
390    135      ✗        -            -           
391    136      ✗        -            -           
392    137      ✗        -            -           
393    138      ✗        -            -           
394    139      ✗        -            -           
395    141      ✗        -            -           
396    142      ✗        -            -           
397    143      ✗        -            -           
398    145      ✗        -            -           
399    146      ✗        -            -           
400    147      ✗        -            -           
401    148      ✗        -            -           
402    149      ✗        -            -           
403    150      ✗        -            -           
404    151      ✗        -            -           
405    152      ✗        -            -           
406    153      ✗        -            -           
407    154      ✗        -            -           
408    155      ✗        -            -           
409    156      ✗        -            -           
410    158      ✗        -            -           
411    159      ✗        -            -           
412    160      ✗        -            -           
413    161      ✗        -            -           
414    163      ✗        -            -           
415    164      ✗        -            -           
416    165      ✗        -            -           
417    167      ✗        -            -           
418    168      ✗        -            -           
419    169      ✗        -            -           
420    171      ✗        -            -           
421    172      ✗        -            -           
422    173      ✗        -            -           
423    174      ✗        -            -           
424    175      ✗        -            -           
425    176      ✗        -            -           
426    177      ✗        -            -           
427    178      ✗        -            -           
428    179      ✗        -            -           
429    180      ✗        -            -           
430    181      ✗        -            -           
431    182      ✗        -            -           
432    183      ✗        -            -           
433    185      ✗        -            -           
434    186      ✗        -            -           
435    187      ✗        -            -           
436    188      ✗        -            -           
437    189      ✗        -            -           
438    190      ✗        -            -           
439    193      ✗        -            -           
440    194      ✗        -            -           
441    195      ✗        -            -           
442    196      ✗        -            -           
443    198      ✗        -            -           
444    199      ✗        -            -           
445    200      ✗        -            -           
446    201      ✗        -            -           
447    202      ✗        -            -           
448    203      ✗        -            -           
449    204      ✗        -            -           
450    205      ✗        -            -           
451    207      ✗        -            -           
452    209      ✗        -            -           
453    211      ✗        -            -           
454    212      ✗        -            -           
455    215      ✗        -            -           
456    216      ✗        -            -           
457    217      ✗        -            -           
458    221      ✗        -            -           
459    222      ✗        -            -           
460    223      ✗        -            -           
461    224      ✗        -            -           
462    225      ✗        -            -           
463    226      ✗        -            -           
464    227      ✗        -            -           
465    231      ✗        -            -           
466    232      ✗        -            -           
467    234      ✗        -            -           
468    235      ✗        -            -           
469    236      ✗        -            -           
470    237      ✗        -            -           
471    247      ✗        -            -           
472    248      ✗        -            -           
473    249      ✗        -            -           
474    250      ✗        -            -           
475    251      ✗        -            -           
476    252      ✗        -            -           
477    254      ✗        -            -           
478    256      ✗        -            -           
479    258      ✗        -            -           
480    259      ✗        -            -           
481    263      ✗        -            -           
482    264      ✗        -            -           
483    265      ✗        -            -           
484    266      ✗        -            -           
485    268      ✗        -            -           
486    269      ✗        -            -           
487    270      ✗        -            -           
488    272      ✗        -            -           
489    273      ✗        -            -           
490    274      ✗        -            -           
491    276      ✗        -            -           
492    277      ✗        -            -           
493    279      ✗        -            -           
494    280      ✗        -            -           
495    281      ✗        -            -           
496    283      ✗        -            -           
497    284      ✗        -            -           
498    285      ✗        -            -           
499    288      ✗        -            -           
500    290      ✗        -            -           
501    291      ✗        -            -           
502    295      ✗        -            -           
503    296      ✗        -            -           
504    297      ✗        -            -           
505    298      ✗        -            -           
506    299      ✗        -            -           
507    300      ✗        -            -           
508    301      ✗        -            -           
509    302      ✗        -            -           
510    303      ✗        -            -           
511    305      ✗        -            -           
512    306      ✗        -            -           
513    307      ✗        -            -           
514    308      ✗        -            -           
515    317      ✗        -            -           
516    318      ✗        -            -           
517    324      ✗        -            -           
518    325      ✗        -            -           
519    326      ✗        -            -           
520    327      ✗        -            -           
521    328      ✗        -            -           
522    330      ✗        -            -           
523    331      ✗        -            -           
524    332      ✗        -            -           
525    333      ✗        -            -           
526    334      ✗        -            -           
527    335      ✗        -            -           
528    336      ✗        -            -           
529    337      ✗        -            -           
530    338      ✗        -            -           
531    339      ✗        -            -           
532    340      ✗        -            -           
533    341      ✗        -            -           
