========================================================================================================================
RÉSULTATS BIR_Sans_Apprentissage - ÉVALUATION COMPLÈTE
========================================================================================================================

========================================================================================================================
📈 MÉTRIQUES GLOBALES MOYENNES
========================================================================================================================
MAP (Mean Average Precision):        0.4749
MAP Interpolée:                      0.4952
Mean P@5:                            0.6867
Mean P@10:                           0.5833
Mean R-Precision:                    0.4589
MRR (Mean Reciprocal Rank):          0.7854
Mean DCG@20:                         50.4138
Mean nDCG@20:                        1.0000
========================================================================================================================

========================================================================================================================
REQUÊTE 1
========================================================================================================================
Documents pertinents (R): 37
Documents pertinents trouvés: 37

MÉTRIQUES:
------------------------------------------------------------------------------------------------------------------------
Rappel:              1.0000
Précision:           0.0358
F-Mesure:            0.0692
P@5:                 0.8000
P@10:                0.9000
R-Precision:         0.5135
Reciprocal Rank:     1.0000
Average Precision:   0.7275
AP Interpolée:       0.7844
DCG@20:              24.7694
nDCG@20:             1.0000

CLASSEMENT COMPLET:
------------------------------------------------------------------------------------------------------------------------
Rang   Doc      Pert.    Rappel       Précision   
403    362      ✗        -            -           
404    363      ✗        -            -           
405    364      ✗        -            -           
406    365      ✗        -            -           
407    366      ✗        -            -           
408    367      ✗        -            -           
409    368      ✗        -            -           
410    369      ✗        -            -           
411    370      ✗        -            -           
412    371      ✗        -            -           
413    372      ✗        -            -           
414    373      ✗        -            -           
415    374      ✗        -            -           
416    375      ✗        -            -           
417    376      ✗        -            -           
418    377      ✗        -            -           
419    378      ✗        -            -           
420    379      ✗        -            -           
421    380      ✗        -            -           
422    381      ✗        -            -           
423    382      ✗        -            -           
424    383      ✗        -            -           
425    384      ✗        -            -           
426    385      ✗        -            -           
427    386      ✗        -            -           
428    387      ✗        -            -           
429    388      ✗        -            -           
430    389      ✗        -            -           
431    390      ✗        -            -           
432    391      ✗        -            -           
433    392      ✗        -            -           
434    393      ✗        -            -           
435    395      ✗        -            -           
436    396      ✗        -            -           
437    397      ✗        -            -           
438    398      ✗        -            -           
439    401      ✗        -            -           
440    409      ✗        -            -           
441    410      ✗        -            -           
442    412      ✗        -            -           
443    413      ✗        -            -           
444    414      ✗        -            -           
445    415      ✗        -            -           
446    416      ✗        -            -           
447    417      ✗        -            -           
448    418      ✗        -            -           
449    419      ✗        -            -           
450    420      ✗        -            -           
451    421      ✗        -            -           
452    423      ✗        -            -           
453    424      ✗        -            -           
454    425      ✗        -            -           
455    426      ✗        -            -           
456    427      ✗        -            -           
457    428      ✗        -            -           
458    429      ✗        -            -           
459    430      ✗        -            -           
460    431      ✗        -            -           
461    432      ✗        -            -           
462    433      ✗        -            -           
463    434      ✗        -            -           
464    435      ✗        -            -           
465    436      ✗        -            -           
466    437      ✗        -            -           
467    438      ✗        -            -           
468    439      ✗        -            -           
469    440      ✗        -            -           
470    441      ✗        -            -           
471    442      ✗        -            -           
472    443      ✗        -            -           
473    444      ✗        -            -           
474    445      ✗        -            -           
475    446      ✗        -            -           
476    447      ✗        -            -           
477    448      ✗        -            -           
478    449      ✗        -            -           
479    450      ✗        -            -           
480    451      ✗        -            -           
481    452      ✗        -            -           
482    453      ✗        -            -           
483    454      ✗        -            -           
484    455      ✗        -            -           
485    456      ✗        -            -           
486    457      ✗        -            -           
487    461      ✗        -            -           
488    462      ✗        -            -           
489    463      ✗        -            -           
490    465      ✗        -            -           
491    469      ✗        -            -           
492    470      ✗        -            -           
493    471      ✗        -            -           
494    472      ✗        -            -           
495    474      ✗        -            -           
496    475      ✗        -            -           
497    476      ✗        -            -           
498    477      ✗        -            -           
499    478      ✗        -            -           
500    479      ✗        -            -           
501    480      ✗        -            -           
502    481      ✗        -            -           
503    482      ✗        -            -           
504    483      ✗        -            -           
505    484      ✗        -            -           
506    485      ✗        -            -           
507    486      ✗        -            -           
508    487      ✗        -            -           
509    488      ✗        -            -           
510    489      ✗        -            -           
511    490      ✗        -            -           
512    491      ✗        -            -           
513    492      ✗        -            -           
514    493      ✗        -            -           
515    494      ✗        -            -           
516    495      ✗        -            -           
517    496      ✗        -            -           
518    497      ✗        -            -           
519    498      ✗        -            -           
520    499      ✗        -            -           
521    500      ✗        -            -           
522    501      ✗        -            -           
523    502      ✗        -            -           
524    503      ✗        -            -           
525    504      ✗        -            -           
526    505      ✗        -            -           
527    506      ✗        -            -           
528    507      ✗        -            -           
529    509      ✗        -            -           
530    510      ✗        -            -           
531    511      ✗        -            -           
532    512      ✗        -            -           
533    513      ✗        -            -           
534    514      ✗        -            -           
535    515      ✗        -            -           
536    516      ✗        -            -           
537    517      ✗        -            -           
538    518      ✗        -            -           
539    519      ✗        -            -           
540    520      ✗        -            -           
541    521      ✗        -            -           
542    522      ✗        -            -           
543    526      ✗        -            -           
544    527      ✗        -            -           
545    528      ✗        -            -           
546    529      ✗        -            -           
547    530      ✗        -            -           
548    531      ✗        -            -           
549    532      ✗        -            -           
550    533      ✗        -            -           
551    534      ✗        -            -           
552    535      ✗        -            -           
553    536      ✗        -            -           
554    537      ✗        -            -           
555    538      ✗        -            -           
556    539      ✗        -            -           
557    540      ✗        -            -           
558    541      ✗        -            -           
559    542      ✗        -            -           
560    543      ✗        -            -           
561    544      ✗        -            -           
562    545      ✗        -            -           
563    546      ✗        -            -           
564    547      ✗        -            -           
565    548      ✗        -            -           
566    549      ✗        -            -           
567    550      ✗        -            -           
568    551      ✗        -            -           
569    552      ✗        -            -           
570    553      ✗        -            -           
571    554      ✗        -            -           
572    555      ✗        -            -           
573    556      ✗        -            -           
574    557      ✗        -            -           
575    558      ✗        -            -           
576    559      ✗        -            -           
577    560      ✗        -            -           
578    561      ✗        -            -           
579    562      ✗        -            -           
580    563      ✗        -            -           
581    564      ✗        -            -           
582    565      ✗        -            -           
583    566      ✗        -            -           
584    567      ✗        -            -           
585    568      ✗        -            -           
586    569      ✗        -            -           
587    570      ✗        -            -           
588    571      ✗        -            -           
589    572      ✗        -            -           
590    573      ✗        -            -           
591    574      ✗        -            -           
592    575      ✗        -            -           
593    576      ✗        -            -           
594    577      ✗        -            -           
595    578      ✗        -            -           
596    579      ✗        -            -           
597    580      ✗        -            -           
598    581      ✗        -            -           
599    582      ✗        -            -           
600    583      ✗        -            -           
601    584      ✗        -            -           
602    585      ✗        -            -           
603    586      ✗        -            -           
604    587      ✗        -            -           
605    588      ✗        -            -           
606    589      ✗        -            -           
607    590      ✗        -            -           
608    591      ✗        -            -           
609    592      ✗        -            -           
610    593      ✗        -            -           
611    594      ✗        -            -           
612    595      ✗        -            -           
613    596      ✗        -            -           
614    597      ✗        -            -           
615    598      ✗        -            -           
616    599      ✗        -            -           
617    600      ✗        -            -           
618    601      ✗        -            -           
619    602      ✗        -            -           
620    603      ✗        -            -           
621    604      ✗        -            -           
622    605      ✗        -            -           
623    606      ✗        -            -           
624    607      ✗        -            -           
625    608      ✗        -            -           
626    609      ✗        -            -           
627    610      ✗        -            -           
628    611      ✗        -            -           
629    612      ✗        -            -           
630    613      ✗        -            -           
631    614      ✗        -            -           
632    615      ✗        -            -           
633    616      ✗        -            -           
634    617      ✗        -            -           
635    618      ✗        -            -           
636    620      ✗        -            -           
637    621      ✗        -            -           
638    622      ✗        -            -           
639    623      ✗        -            -           
640    624      ✗        -            -           
641    625      ✗        -            -           
642    626      ✗        -            -           
643    627      ✗        -            -           
644    628      ✗        -            -           
645    629      ✗        -            -           
646    630      ✗        -            -           
647    631      ✗        -            -           
648    633      ✗        -            -           
649    634      ✗        -            -           
650    635      ✗        -            -           
651    636      ✗        -            -           
652    637      ✗        -            -           
653    639      ✗        -            -           
654    641      ✗        -            -           
655    642      ✗        -            -           
656    643      ✗        -            -           
657    644      ✗        -            -           
658    645      ✗        -            -           
659    646      ✗        -            -           
660    647      ✗        -            -           
661    648      ✗        -            -           
662    649      ✗        -            -           
663    650      ✗        -            -           
664    651      ✗        -            -           
665    652      ✗        -            -           
666    653      ✗        -            -           
667    655      ✗        -            -           
668    656      ✗        -            -           
669    657      ✗        -            -           
670    658      ✗        -            -           
671    659      ✗        -            -           
672    660      ✗        -            -           
673    661      ✗        -            -           
674    662      ✗        -            -           
675    663      ✗        -            -           
676    664      ✗        -            -           
677    665      ✗        -            -           
678    666      ✗        -            -           
679    667      ✗        -            -           
680    668      ✗        -            -           
681    669      ✗        -            -           
682    670      ✗        -            -           
683    671      ✗        -            -           
684    672      ✗        -            -           
685    673      ✗        -            -           
686    674      ✗        -            -           
687    675      ✗        -            -           
688    676      ✗        -            -           
689    677      ✗        -            -           
690    678      ✗        -            -           
691    679      ✗        -            -           
692    680      ✗        -            -           
693    681      ✗        -            -           
694    682      ✗        -            -           
695    683      ✗        -            -           
696    684      ✗        -            -           
697    685      ✗        -            -           
698    686      ✗        -            -           
699    687      ✗        -            -           
700    688      ✗        -            -           
701    689      ✗        -            -           
702    690      ✗        -            -           
703    691      ✗        -            -           
704    692      ✗        -            -           
705    693      ✗        -            -           
706    694      ✗        -            -           
707    695      ✗        -            -           
708    696      ✗        -            -           
709    697      ✗        -            -           
710    698      ✗        -            -           
711    699      ✗        -            -           
712    700      ✗        -            -           
713    701      ✗        -            -           
714    702      ✗        -            -           
715    703      ✗        -            -           
716    704      ✗        -            -           
717    705      ✗        -            -           
718    706      ✗        -            -           
719    707      ✗        -            -           
720    708      ✗        -            -           
721    709      ✗        -            -           
722    710      ✗        -            -           
723    711      ✗        -            -           
724    712      ✗        -            -           
725    713      ✗        -            -           
726    714      ✗        -            -           
727    715      ✗        -            -           
728    716      ✗        -            -           
729    717      ✗        -            -           
730    718      ✗        -            -           
731    719      ✗        -            -           
732    721      ✗        -            -           
733    722      ✗        -            -           
734    723      ✗        -            -           
735    724      ✗        -            -           
736    725      ✗        -            -           
737    726      ✗        -            -           
738    727      ✗        -            -           
739    728      ✗        -            -           
740    729      ✗        -            -           
741    730      ✗        -            -           
742    731      ✗        -            -           
743    732      ✗        -            -           
744    733      ✗        -            -           
745    734      ✗        -            -           
746    735      ✗        -            -           
747    737      ✗        -            -           
748    738      ✗        -            -           
749    739      ✗        -            -           
750    740      ✗        -            -           
751    741      ✗        -            -           
752    742      ✗        -            -           
753    743      ✗        -            -           
754    744      ✗        -            -           
755    745      ✗        -            -           
756    746      ✗        -            -           
757    747      ✗        -            -           
758    749      ✗        -            -           
759    750      ✗        -            -           
760    751      ✗        -            -           
761    752      ✗        -            -           
762    753      ✗        -            -           
763    754      ✗        -            -           
764    755      ✗        -            -           
765    756      ✗        -            -           
766    757      ✗        -            -           
767    758      ✗        -            -           
768    759      ✗        -            -           
769    760      ✗        -            -           
770    761      ✗        -            -           
771    762      ✗        -            -           
772    763      ✗        -            -           
773    764      ✗        -            -           
774    765      ✗        -            -           
775    766      ✗        -            -           
776    767      ✗        -            -           
777    768      ✗        -            -           
778    769      ✗        -            -           
779    770      ✗        -            -           
780    771      ✗        -            -           
781    772      ✗        -            -           
782    773      ✗        -            -           
783    775      ✗        -            -           
784    776      ✗        -            -           
785    777      ✗        -            -           
786    778      ✗        -            -           
787    779      ✗        -            -           
788    780      ✗        -            -           
789    781      ✗        -            -           
790    782      ✗        -            -           
791    783      ✗        -            -           
792    785      ✗        -            -           
793    786      ✗        -            -           
794    787      ✗        -            -           
795    788      ✗        -            -           
796    789      ✗        -            -           
797    790      ✗        -            -           
798    791      ✗        -            -           
799    792      ✗        -            -           
800    793      ✗        -            -           
801    794      ✗        -            -           
802    795      ✗        -            -           
803    796      ✗        -            -           
804    797      ✗        -            -           
805    798      ✗        -            -           
806    799      ✗        -            -           
807    800      ✗        -            -           
808    801      ✗        -            -           
809    802      ✗        -            -           
810    803      ✗        -            -           
811    804      ✗        -            -           
812    805      ✗        -            -           
813    806      ✗        -            -           
814    807      ✗        -            -           
815    808      ✗        -            -           
816    809      ✗        -            -           
817    810      ✗        -            -           
818    811      ✗        -            -           
819    812      ✗        -            -           
820    813      ✗        -            -           
821    814      ✗        -            -           
822    815      ✗        -            -           
823    816      ✗        -            -           
824    817      ✗        -            -           
825    818      ✗        -            -           
826    819      ✗        -            -           
827    820      ✗        -            -           
828    821      ✗        -            -           
829    822      ✗        -            -           
830    823      ✗        -            -           
831    824      ✗        -            -           
832    825      ✗        -            -           
833    826      ✗        -            -           
834    827      ✗        -            -           
835    828      ✗        -            -           
836    829      ✗        -            -           
837    830      ✗        -            -           
838    831      ✗        -            -           
839    832      ✗        -            -           
840    833      ✗        -            -           
841    834      ✗        -            -           
842    835      ✗        -            -           
843    836      ✗        -            -           
844    837      ✗        -            -           
845    838      ✗        -            -           
846    839      ✗        -            -           
847    840      ✗        -            -           
848    841      ✗        -            -           
849    842      ✗        -            -           
850    843      ✗        -            -           
851    844      ✗        -            -           
852    845      ✗        -            -           
853    846      ✗        -            -           
854    847      ✗        -            -           
855    848      ✗        -            -           
856    849      ✗        -            -           
857    850      ✗        -            -           
858    851      ✗        -            -           
859    852      ✗        -            -           
860    853      ✗        -            -           
861    854      ✗        -            -           
862    855      ✗        -            -           
863    857      ✗        -            -           
864    858      ✗        -            -           
865    859      ✗        -            -           
866    860      ✗        -            -           
867    861      ✗        -            -           
868    862      ✗        -            -           
869    863      ✗        -            -           
870    864      ✗        -            -           
871    865      ✗        -            -           
872    866      ✗        -            -           
873    867      ✗        -            -           
874    868      ✗        -            -           
875    869      ✗        -            -           
876    870      ✗        -            -           
877    871      ✗        -            -           
878    872      ✗        -            -           
879    873      ✗        -            -           
880    874      ✗        -            -           
881    875      ✗        -            -           
882    876      ✗        -            -           
883    877      ✗        -            -           
884    878      ✗        -            -           
885    879      ✗        -            -           
886    880      ✗        -            -           
887    881      ✗        -            -           
888    882      ✗        -            -           
889    883      ✗        -            -           
890    884      ✗        -            -           
891    885      ✗        -            -           
892    886      ✗        -            -           
893    887      ✗        -            -           
894    888      ✗        -            -           
895    889      ✗        -            -           
896    890      ✗        -            -           
897    891      ✗        -            -           
898    892      ✗        -            -           
899    893      ✗        -            -           
900    894      ✗        -            -           
901    895      ✗        -            -           
902    896      ✗        -            -           
903    897      ✗        -            -           
904    898      ✗        -            -           
905    899      ✗        -            -           
906    900      ✗        -            -           
907    901      ✗        -            -           
908    902      ✗        -            -           
909    903      ✗        -            -           
910    904      ✗        -            -           
911    907      ✗        -            -           
912    908      ✗        -            -           
913    909      ✗        -            -           
914    910      ✗        -            -           
915    911      ✗        -            -           
916    912      ✗        -            -           
917    914      ✗        -            -           
918    915      ✗        -            -           
919    916      ✗        -            -           
920    917      ✗        -            -           
921    918      ✗        -            -           
922    919      ✗        -            -           
923    920      ✗        -            -           
924    921      ✗        -            -           
925    922      ✗        -            -           
926    923      ✗        -            -           
927    924      ✗        -            -           
928    925      ✗        -            -           
929    926      ✗        -            -           
930    927      ✗        -            -           
931    928      ✗        -            -           
932    929      ✗        -            -           
933    930      ✗        -            -           
934    931      ✗        -            -           
935    932      ✗        -            -           
936    933      ✗        -            -           
937    934      ✗        -            -           
938    935      ✗        -            -           
939    936      ✗        -            -           
940    937      ✗        -            -           
941    938      ✗        -            -           
942    939      ✗        -            -           
943    940      ✗        -            -           
944    941      ✗        -            -           
945    942      ✗        -            -           
946    943      ✗        -            -           
947    944      ✗        -            -           
948    945      ✗        -            -           
949    946      ✗        -            -           
950    947      ✗        -            -           
951    948      ✗        -            -           
952    949      ✗        -            -           
953    950      ✗        -            -           
954    951      ✗        -            -           
955    952      ✗        -            -           
956    953      ✗        -            -           
957    954      ✗        -            -           
958    955      ✗        -            -           
959    956      ✗        -            -           
960    957      ✗        -            -           
961    958      ✗        -            -           
962    959      ✗        -            -           
963    960      ✗        -            -           
964    961      ✗        -            -           
965    962      ✗        -            -           
966    963      ✗        -            -           
967    964      ✗        -            -           
968    965      ✗        -            -           
969    966      ✗        -            -           
970    967      ✗        -            -           
971    968      ✗        -            -           
972    969      ✗        -            -           
973    970      ✗        -            -           
974    971      ✗        -            -           
975    972      ✗        -            -           
976    973      ✗        -            -           
977    974      ✗        -            -           
978    975      ✗        -            -           
979    976      ✗        -            -           
980    977      ✗        -            -           
981    978      ✗        -            -           
982    979      ✗        -            -           
983    980      ✗        -            -           
984    981      ✗        -            -           
985    983      ✗        -            -           
986    984      ✗        -            -           
987    985      ✗        -            -           
988    986      ✗        -            -           
989    987      ✗        -            -           
990    988      ✗        -            -           
991    989      ✗        -            -           
992    990      ✗        -            -           
993    991      ✗        -            -           
994    992      ✗        -            -           
995    993      ✗        -            -           
996    994      ✗        -            -           
997    995      ✗        -            -           
998    996      ✗        -            -           
999    997      ✗        -            -           
1000   998      ✗        -            -           
1001   999      ✗        -            -           
1002   1000     ✗        -            -           
1003   1001     ✗        -            -           
1004   1002     ✗        -            -           
1005   1004     ✗        -            -           
1006   1005     ✗        -            -           
1007   1006     ✗        -            -           
1008   1007     ✗        -            -           
1009   1008     ✗        -            -           
1010   1009     ✗        -            -           
1011   1010     ✗        -            -           
1012   1011     ✗        -            -           
1013   1012     ✗        -            -           
1014   1013     ✗        -            -           
1015   1014     ✗        -            -           
1016   1015     ✗        -            -           
1017   1016     ✗        -            -           
1018   1018     ✗        -            -           
1019   1019     ✗        -            -           
1020   1020     ✗        -            -           
1021   1021     ✗        -            -           
1022   1022     ✗        -            -           
1023   1023     ✗        -            -           
1024   1024     ✗        -            -           
1025   1025     ✗        -            -           
1026   1026     ✗        -            -           
1027   1027     ✗        -            -           
1028   1028     ✗        -            -           
1029   1029     ✗        -            -           
1030   1030     ✗        -            -           
1031   1031     ✗        -            -           
1032   1032     ✗        -            -           
1033   1033     ✗        -            -           


========================================================================================================================
REQUÊTE 4
========================================================================================================================
Documents pertinents (R): 23
Documents pertinents trouvés: 23

MÉTRIQUES:
------------------------------------------------------------------------------------------------------------------------
Rappel:              1.0000
Précision:           0.0223
F-Mesure:            0.0436
P@5:                 0.0000
P@10:                0.4000
R-Precision:         0.5217
Reciprocal Rank:     0.1667
Average Precision:   0.3596
AP Interpolée:       0.4268
DCG@20:              25.7577
nDCG@20:             1.0000

CLASSEMENT COMPLET:
------------------------------------------------------------------------------------------------------------------------
Rang   Doc      Pert.    Rappel       Précision   
------------------------------------------------------------------------------------------------------------------------
1      234      ✗        -            -           
2      407      ✗        -            -           
3      67       ✗        -            -           
4      281      ✗        -            -           
5      394      ✗        -            -           
6      94       ✓        0.0435       0.1667      
7      173      ✓        0.0870       0.2857      
8      177      ✓        0.1304       0.3750      
9      179      ✗        -            -           
10     207      ✓        0.1739       0.4000      
11     208      ✓        0.2174       0.4545      
12     209      ✓        0.2609       0.5000      
13     274      ✗        -            -           
14     405      ✓        0.3043       0.5000      
15     905      ✗        -            -           
16     534      ✗        -            -           
17     93       ✓        0.3478       0.4706      
18     176      ✓        0.3913       0.5000      
19     178      ✓        0.4348       0.5263      
20     210      ✓        0.4783       0.5500      
21     400      ✓        0.5217       0.5714      
22     456      ✗        -            -           
23     787      ✗        -            -           
24     908      ✗        -            -           
25     214      ✗        -            -           
26     532      ✗        -            -           
27     556      ✗        -            -           
28     702      ✗        -            -           
29     716      ✗        -            -           
30     775      ✗        -            -           
31     965      ✗        -            -           
32     989      ✗        -            -           
33     992      ✗        -            -           
34     108      ✗        -            -           
35     156      ✗        -            -           
36     175      ✓        0.5652       0.3611      
37     206      ✗        -            -           
38     396      ✓        0.6087       0.3684      
39     397      ✓        0.6522       0.3846      
40     401      ✗        -            -           
41     403      ✗        -            -           
42     433      ✗        -            -           
43     541      ✗        -            -           
44     642      ✗        -            -           
45     652      ✗        -            -           
46     654      ✗        -            -           
47     755      ✗        -            -           
48     913      ✗        -            -           
49     38       ✗        -            -           
50     59       ✗        -            -           
51     62       ✗        -            -           
52     70       ✗        -            -           
53     71       ✗        -            -           
54     78       ✗        -            -           
55     160      ✗        -            -           
56     230      ✗        -            -           
57     259      ✓        0.6957       0.2807      
58     283      ✗        -            -           
59     286      ✗        -            -           
60     399      ✓        0.7391       0.2833      
61     402      ✗        -            -           
62     406      ✓        0.7826       0.2903      
63     523      ✗        -            -           
64     525      ✗        -            -           
65     638      ✗        -            -           
66     720      ✗        -            -           
67     784      ✗        -            -           
68     15       ✗        -            -           
69     77       ✗        -            -           
70     95       ✗        -            -           
71     147      ✗        -            -           
72     174      ✓        0.8261       0.2639      
73     190      ✗        -            -           
74     194      ✗        -            -           
75     197      ✗        -            -           
76     198      ✗        -            -           
77     264      ✗        -            -           
78     372      ✗        -            -           
79     395      ✗        -            -           
80     398      ✗        -            -           
81     408      ✓        0.8696       0.2469      
82     463      ✗        -            -           
83     479      ✗        -            -           
84     631      ✗        -            -           
85     632      ✗        -            -           
86     634      ✗        -            -           
87     637      ✗        -            -           
88     641      ✗        -            -           
89     643      ✗        -            -           
90     644      ✗        -            -           
91     648      ✗        -            -           
92     649      ✗        -            -           
93     650      ✗        -            -           
94     651      ✗        -            -           
95     656      ✗        -            -           
96     657      ✗        -            -           
97     658      ✗        -            -           
98     681      ✗        -            -           
99     817      ✗        -            -           
100    860      ✗        -            -           
101    895      ✗        -            -           
102    902      ✗        -            -           
103    910      ✗        -            -           
104    911      ✗        -            -           
105    927      ✗        -            -           
106    976      ✗        -            -           
107    1012     ✗        -            -           
108    23       ✗        -            -           
109    41       ✗        -            -           
110    51       ✗        -            -           
111    64       ✗        -            -           
112    73       ✗        -            -           
113    75       ✗        -            -           
114    111      ✗        -            -           
115    141      ✓        0.9130       0.1826      
116    163      ✗        -            -           
117    231      ✗        -            -           
118    232      ✗        -            -           
119    233      ✗        -            -           
120    245      ✗        -            -           
121    248      ✗        -            -           
122    253      ✗        -            -           
123    258      ✗        -            -           
124    275      ✗        -            -           
125    276      ✗        -            -           
126    277      ✗        -            -           
127    278      ✗        -            -           
128    282      ✗        -            -           
129    285      ✗        -            -           
130    287      ✗        -            -           
131    288      ✗        -            -           
132    297      ✗        -            -           
133    341      ✗        -            -           
134    342      ✗        -            -           
135    404      ✓        0.9565       0.1630      
136    411      ✗        -            -           
137    422      ✗        -            -           
138    458      ✗        -            -           
139    459      ✗        -            -           
140    460      ✗        -            -           
141    464      ✗        -            -           
142    467      ✗        -            -           
143    468      ✗        -            -           
144    524      ✗        -            -           
145    640      ✗        -            -           
146    736      ✗        -            -           
147    774      ✗        -            -           
148    982      ✗        -            -           
149    1003     ✗        -            -           
150    4        ✗        -            -           
151    18       ✗        -            -           
152    28       ✗        -            -           
153    55       ✗        -            -           
154    58       ✗        -            -           
155    65       ✗        -            -           
156    68       ✗        -            -           
157    69       ✗        -            -           
158    72       ✗        -            -           
159    96       ✓        1.0000       0.1447      
160    126      ✗        -            -           
161    127      ✗        -            -           
162    133      ✗        -            -           
163    152      ✗        -            -           
164    159      ✗        -            -           
165    161      ✗        -            -           
166    169      ✗        -            -           
167    171      ✗        -            -           
168    172      ✗        -            -           
169    187      ✗        -            -           
170    188      ✗        -            -           
171    211      ✗        -            -           
172    213      ✗        -            -           
173    218      ✗        -            -           
174    237      ✗        -            -           
175    247      ✗        -            -           
176    256      ✗        -            -           
177    257      ✗        -            -           
178    295      ✗        -            -           
179    298      ✗        -            -           
180    299      ✗        -            -           
181    300      ✗        -            -           
182    301      ✗        -            -           
183    324      ✗        -            -           
184    330      ✗        -            -           
185    347      ✗        -            -           
186    385      ✗        -            -           
187    388      ✗        -            -           
188    409      ✗        -            -           
189    425      ✗        -            -           
190    426      ✗        -            -           
191    427      ✗        -            -           
192    437      ✗        -            -           
193    438      ✗        -            -           
194    445      ✗        -            -           
195    465      ✗        -            -           
196    469      ✗        -            -           
197    473      ✗        -            -           
198    505      ✗        -            -           
